reg;region_name;cl_age90;jour;hosp;rea;rad;dc
2;Martinique;9;18/05/2020;0;0;0;0
2;Martinique;19;18/05/2020;0;0;0;0
2;Martinique;29;18/05/2020;0;0;3;0
2;Martinique;39;18/05/2020;0;0;4;0
2;Martinique;49;18/05/2020;1;1;12;0
2;Martinique;59;18/05/2020;8;3;18;1
2;Martinique;69;18/05/2020;5;1;20;2
2;Martinique;79;18/05/2020;4;0;16;4
2;Martinique;89;18/05/2020;1;0;6;5
2;Martinique;90;18/05/2020;0;0;1;2
2;Martinique;0;19/05/2020;19;5;80;14
2;Martinique;9;19/05/2020;0;0;0;0
2;Martinique;19;19/05/2020;0;0;0;0
2;Martinique;29;19/05/2020;0;0;3;0
2;Martinique;39;19/05/2020;0;0;4;0
2;Martinique;49;19/05/2020;1;1;12;0
2;Martinique;59;19/05/2020;8;3;18;1
2;Martinique;69;19/05/2020;5;1;20;2
2;Martinique;79;19/05/2020;4;0;16;4
2;Martinique;89;19/05/2020;1;0;6;5
2;Martinique;90;19/05/2020;0;0;1;2
2;Martinique;0;20/05/2020;18;1;81;14
2;Martinique;9;20/05/2020;0;0;0;0
2;Martinique;19;20/05/2020;0;0;0;0
2;Martinique;29;20/05/2020;0;0;3;0
2;Martinique;39;20/05/2020;0;0;4;0
2;Martinique;49;20/05/2020;1;0;12;0
2;Martinique;59;20/05/2020;7;1;19;1
2;Martinique;69;20/05/2020;5;0;20;2
2;Martinique;79;20/05/2020;4;0;16;4
2;Martinique;89;20/05/2020;1;0;6;5
2;Martinique;90;20/05/2020;0;0;1;2
2;Martinique;0;21/05/2020;18;1;81;14
2;Martinique;9;21/05/2020;0;0;0;0
2;Martinique;19;21/05/2020;0;0;0;0
2;Martinique;29;21/05/2020;0;0;3;0
2;Martinique;39;21/05/2020;0;0;4;0
2;Martinique;49;21/05/2020;1;0;12;0
2;Martinique;59;21/05/2020;7;1;19;1
2;Martinique;69;21/05/2020;5;0;20;2
2;Martinique;79;21/05/2020;4;0;16;4
2;Martinique;89;21/05/2020;1;0;6;5
2;Martinique;90;21/05/2020;0;0;1;2
2;Martinique;0;22/05/2020;18;2;81;14
2;Martinique;9;22/05/2020;0;0;0;0
2;Martinique;19;22/05/2020;0;0;0;0
2;Martinique;29;22/05/2020;0;0;3;0
2;Martinique;39;22/05/2020;0;0;4;0
2;Martinique;49;22/05/2020;1;0;12;0
2;Martinique;59;22/05/2020;7;2;19;1
2;Martinique;69;22/05/2020;5;0;20;2
2;Martinique;79;22/05/2020;4;0;16;4
2;Martinique;89;22/05/2020;1;0;6;5
2;Martinique;90;22/05/2020;0;0;1;2
2;Martinique;0;23/05/2020;18;2;81;14
2;Martinique;9;23/05/2020;0;0;0;0
2;Martinique;19;23/05/2020;0;0;0;0
2;Martinique;29;23/05/2020;0;0;3;0
2;Martinique;39;23/05/2020;0;0;4;0
2;Martinique;49;23/05/2020;1;0;12;0
2;Martinique;59;23/05/2020;7;2;19;1
2;Martinique;69;23/05/2020;5;0;20;2
2;Martinique;79;23/05/2020;4;0;16;4
2;Martinique;89;23/05/2020;1;0;6;5
2;Martinique;90;23/05/2020;0;0;1;2
2;Martinique;0;24/05/2020;18;2;81;14
2;Martinique;9;24/05/2020;0;0;0;0
2;Martinique;19;24/05/2020;0;0;0;0
2;Martinique;29;24/05/2020;0;0;3;0
2;Martinique;39;24/05/2020;0;0;4;0
2;Martinique;49;24/05/2020;1;0;12;0
2;Martinique;59;24/05/2020;7;2;19;1
2;Martinique;69;24/05/2020;5;0;20;2
2;Martinique;79;24/05/2020;4;0;16;4
2;Martinique;89;24/05/2020;1;0;6;5
2;Martinique;90;24/05/2020;0;0;1;2
2;Martinique;0;25/05/2020;17;2;81;14
2;Martinique;9;25/05/2020;0;0;0;0
2;Martinique;19;25/05/2020;0;0;0;0
2;Martinique;29;25/05/2020;0;0;3;0
2;Martinique;39;25/05/2020;0;0;4;0
2;Martinique;49;25/05/2020;0;0;12;0
2;Martinique;59;25/05/2020;7;2;19;1
2;Martinique;69;25/05/2020;5;0;20;2
2;Martinique;79;25/05/2020;4;0;16;4
2;Martinique;89;25/05/2020;1;0;6;5
2;Martinique;90;25/05/2020;0;0;1;2
2;Martinique;0;26/05/2020;17;2;81;14
2;Martinique;9;26/05/2020;0;0;0;0
2;Martinique;19;26/05/2020;0;0;0;0
2;Martinique;29;26/05/2020;0;0;3;0
2;Martinique;39;26/05/2020;0;0;4;0
2;Martinique;49;26/05/2020;0;0;12;0
2;Martinique;59;26/05/2020;7;2;19;1
2;Martinique;69;26/05/2020;5;0;20;2
2;Martinique;79;26/05/2020;4;0;16;4
2;Martinique;89;26/05/2020;1;0;6;5
2;Martinique;90;26/05/2020;0;0;1;2
2;Martinique;0;27/05/2020;17;2;81;14
2;Martinique;9;27/05/2020;0;0;0;0
2;Martinique;19;27/05/2020;0;0;0;0
2;Martinique;29;27/05/2020;0;0;3;0
2;Martinique;39;27/05/2020;0;0;4;0
2;Martinique;49;27/05/2020;0;0;12;0
2;Martinique;59;27/05/2020;7;2;19;1
2;Martinique;69;27/05/2020;5;0;20;2
2;Martinique;79;27/05/2020;4;0;16;4
2;Martinique;89;27/05/2020;1;0;6;5
2;Martinique;90;27/05/2020;0;0;1;2
2;Martinique;0;28/05/2020;17;2;81;14
2;Martinique;9;28/05/2020;0;0;0;0
2;Martinique;19;28/05/2020;0;0;0;0
2;Martinique;29;28/05/2020;0;0;3;0
2;Martinique;39;28/05/2020;0;0;4;0
2;Martinique;49;28/05/2020;0;0;12;0
2;Martinique;59;28/05/2020;7;2;19;1
2;Martinique;69;28/05/2020;5;0;20;2
2;Martinique;79;28/05/2020;4;0;16;4
2;Martinique;89;28/05/2020;1;0;6;5
2;Martinique;90;28/05/2020;0;0;1;2
2;Martinique;0;29/05/2020;17;2;81;14
2;Martinique;9;29/05/2020;0;0;0;0
2;Martinique;19;29/05/2020;0;0;0;0
2;Martinique;29;29/05/2020;0;0;3;0
2;Martinique;39;29/05/2020;0;0;4;0
2;Martinique;49;29/05/2020;0;0;12;0
2;Martinique;59;29/05/2020;7;2;19;1
2;Martinique;69;29/05/2020;5;0;20;2
2;Martinique;79;29/05/2020;4;0;16;4
2;Martinique;89;29/05/2020;1;0;6;5
2;Martinique;90;29/05/2020;0;0;1;2
2;Martinique;0;30/05/2020;17;2;81;14
2;Martinique;9;30/05/2020;0;0;0;0
2;Martinique;19;30/05/2020;0;0;0;0
2;Martinique;29;30/05/2020;0;0;3;0
2;Martinique;39;30/05/2020;0;0;4;0
2;Martinique;49;30/05/2020;0;0;12;0
2;Martinique;59;30/05/2020;7;2;19;1
2;Martinique;69;30/05/2020;5;0;20;2
2;Martinique;79;30/05/2020;4;0;16;4
2;Martinique;89;30/05/2020;1;0;6;5
2;Martinique;90;30/05/2020;0;0;1;2
2;Martinique;0;31/05/2020;13;2;85;14
2;Martinique;9;31/05/2020;0;0;0;0
2;Martinique;19;31/05/2020;0;0;0;0
2;Martinique;29;31/05/2020;0;0;3;0
2;Martinique;39;31/05/2020;0;0;4;0
2;Martinique;49;31/05/2020;0;0;12;0
2;Martinique;59;31/05/2020;6;2;20;1
2;Martinique;69;31/05/2020;3;0;22;2
2;Martinique;79;31/05/2020;3;0;17;4
2;Martinique;89;31/05/2020;1;0;6;5
2;Martinique;90;31/05/2020;0;0;1;2
2;Martinique;0;01/06/2020;13;2;85;14
2;Martinique;9;01/06/2020;0;0;0;0
2;Martinique;19;01/06/2020;0;0;0;0
2;Martinique;29;01/06/2020;0;0;3;0
2;Martinique;39;01/06/2020;0;0;4;0
2;Martinique;49;01/06/2020;0;0;12;0
2;Martinique;59;01/06/2020;6;2;20;1
2;Martinique;69;01/06/2020;3;0;22;2
2;Martinique;79;01/06/2020;3;0;17;4
2;Martinique;89;01/06/2020;1;0;6;5
2;Martinique;90;01/06/2020;0;0;1;2
2;Martinique;0;02/06/2020;13;2;85;14
2;Martinique;9;02/06/2020;0;0;0;0
2;Martinique;19;02/06/2020;0;0;0;0
2;Martinique;29;02/06/2020;0;0;3;0
2;Martinique;39;02/06/2020;0;0;4;0
2;Martinique;49;02/06/2020;0;0;12;0
2;Martinique;59;02/06/2020;6;2;20;1
2;Martinique;69;02/06/2020;3;0;22;2
2;Martinique;79;02/06/2020;3;0;17;4
2;Martinique;89;02/06/2020;1;0;6;5
2;Martinique;90;02/06/2020;0;0;1;2
2;Martinique;0;03/06/2020;13;2;85;14
2;Martinique;9;03/06/2020;0;0;0;0
2;Martinique;19;03/06/2020;0;0;0;0
2;Martinique;29;03/06/2020;0;0;3;0
2;Martinique;39;03/06/2020;0;0;4;0
2;Martinique;49;03/06/2020;0;0;12;0
2;Martinique;59;03/06/2020;6;2;20;1
2;Martinique;69;03/06/2020;3;0;22;2
2;Martinique;79;03/06/2020;3;0;17;4
2;Martinique;89;03/06/2020;1;0;6;5
2;Martinique;90;03/06/2020;0;0;1;2
2;Martinique;0;04/06/2020;12;1;85;14
2;Martinique;9;04/06/2020;0;0;0;0
2;Martinique;19;04/06/2020;0;0;0;0
2;Martinique;29;04/06/2020;0;0;3;0
2;Martinique;39;04/06/2020;0;0;4;0
2;Martinique;49;04/06/2020;0;0;12;0
2;Martinique;59;04/06/2020;5;1;20;1
2;Martinique;69;04/06/2020;3;0;22;2
2;Martinique;79;04/06/2020;3;0;17;4
2;Martinique;89;04/06/2020;1;0;6;5
2;Martinique;90;04/06/2020;0;0;1;2
2;Martinique;0;05/06/2020;11;0;86;14
2;Martinique;9;05/06/2020;0;0;0;0
2;Martinique;19;05/06/2020;0;0;0;0
2;Martinique;29;05/06/2020;0;0;3;0
2;Martinique;39;05/06/2020;0;0;4;0
2;Martinique;49;05/06/2020;0;0;12;0
2;Martinique;59;05/06/2020;5;0;20;1
2;Martinique;69;05/06/2020;3;0;22;2
2;Martinique;79;05/06/2020;3;0;17;4
2;Martinique;89;05/06/2020;0;0;7;5
2;Martinique;90;05/06/2020;0;0;1;2
2;Martinique;0;06/06/2020;11;0;86;14
2;Martinique;9;06/06/2020;0;0;0;0
2;Martinique;19;06/06/2020;0;0;0;0
2;Martinique;29;06/06/2020;0;0;3;0
2;Martinique;39;06/06/2020;0;0;4;0
2;Martinique;49;06/06/2020;0;0;12;0
2;Martinique;59;06/06/2020;5;0;20;1
2;Martinique;69;06/06/2020;3;0;22;2
2;Martinique;79;06/06/2020;3;0;17;4
2;Martinique;89;06/06/2020;0;0;7;5
2;Martinique;90;06/06/2020;0;0;1;2
2;Martinique;0;07/06/2020;10;0;87;14
2;Martinique;9;07/06/2020;0;0;0;0
2;Martinique;19;07/06/2020;0;0;0;0
2;Martinique;29;07/06/2020;0;0;3;0
2;Martinique;39;07/06/2020;0;0;4;0
2;Martinique;49;07/06/2020;0;0;12;0
2;Martinique;59;07/06/2020;5;0;20;1
2;Martinique;69;07/06/2020;2;0;23;2
2;Martinique;79;07/06/2020;3;0;17;4
2;Martinique;89;07/06/2020;0;0;7;5
2;Martinique;90;07/06/2020;0;0;1;2
2;Martinique;0;08/06/2020;10;0;87;14
2;Martinique;9;08/06/2020;0;0;0;0
2;Martinique;19;08/06/2020;0;0;0;0
2;Martinique;29;08/06/2020;0;0;3;0
2;Martinique;39;08/06/2020;0;0;4;0
2;Martinique;49;08/06/2020;0;0;12;0
2;Martinique;59;08/06/2020;5;0;20;1
2;Martinique;69;08/06/2020;2;0;23;2
2;Martinique;79;08/06/2020;3;0;17;4
2;Martinique;89;08/06/2020;0;0;7;5
2;Martinique;90;08/06/2020;0;0;1;2
2;Martinique;0;09/06/2020;10;0;87;14
2;Martinique;9;09/06/2020;0;0;0;0
2;Martinique;19;09/06/2020;0;0;0;0
2;Martinique;29;09/06/2020;0;0;3;0
2;Martinique;39;09/06/2020;0;0;4;0
2;Martinique;49;09/06/2020;0;0;12;0
2;Martinique;59;09/06/2020;5;0;20;1
2;Martinique;69;09/06/2020;2;0;23;2
2;Martinique;79;09/06/2020;3;0;17;4
2;Martinique;89;09/06/2020;0;0;7;5
2;Martinique;90;09/06/2020;0;0;1;2
2;Martinique;0;10/06/2020;10;0;87;14
2;Martinique;9;10/06/2020;0;0;0;0
2;Martinique;19;10/06/2020;0;0;0;0
2;Martinique;29;10/06/2020;0;0;3;0
2;Martinique;39;10/06/2020;0;0;4;0
2;Martinique;49;10/06/2020;0;0;12;0
2;Martinique;59;10/06/2020;5;0;20;1
2;Martinique;69;10/06/2020;2;0;23;2
2;Martinique;79;10/06/2020;3;0;17;4
2;Martinique;89;10/06/2020;0;0;7;5
2;Martinique;90;10/06/2020;0;0;1;2
2;Martinique;0;11/06/2020;10;0;87;14
2;Martinique;9;11/06/2020;0;0;0;0
2;Martinique;19;11/06/2020;0;0;0;0
2;Martinique;29;11/06/2020;0;0;3;0
2;Martinique;39;11/06/2020;0;0;4;0
2;Martinique;49;11/06/2020;0;0;12;0
2;Martinique;59;11/06/2020;5;0;20;1
2;Martinique;69;11/06/2020;2;0;23;2
2;Martinique;79;11/06/2020;3;0;17;4
2;Martinique;89;11/06/2020;0;0;7;5
2;Martinique;90;11/06/2020;0;0;1;2
2;Martinique;0;12/06/2020;10;0;87;14
2;Martinique;9;12/06/2020;0;0;0;0
2;Martinique;19;12/06/2020;0;0;0;0
2;Martinique;29;12/06/2020;0;0;3;0
2;Martinique;39;12/06/2020;0;0;4;0
2;Martinique;49;12/06/2020;0;0;12;0
2;Martinique;59;12/06/2020;5;0;20;1
2;Martinique;69;12/06/2020;2;0;23;2
2;Martinique;79;12/06/2020;3;0;17;4
2;Martinique;89;12/06/2020;0;0;7;5
2;Martinique;90;12/06/2020;0;0;1;2
2;Martinique;0;13/06/2020;8;0;89;14
2;Martinique;9;13/06/2020;0;0;0;0
2;Martinique;19;13/06/2020;0;0;0;0
2;Martinique;29;13/06/2020;0;0;3;0
2;Martinique;39;13/06/2020;0;0;4;0
2;Martinique;49;13/06/2020;0;0;12;0
2;Martinique;59;13/06/2020;5;0;20;1
2;Martinique;69;13/06/2020;1;0;24;2
2;Martinique;79;13/06/2020;2;0;18;4
2;Martinique;89;13/06/2020;0;0;7;5
2;Martinique;90;13/06/2020;0;0;1;2
2;Martinique;0;14/06/2020;8;0;89;14
2;Martinique;9;14/06/2020;0;0;0;0
2;Martinique;19;14/06/2020;0;0;0;0
2;Martinique;29;14/06/2020;0;0;3;0
2;Martinique;39;14/06/2020;0;0;4;0
2;Martinique;49;14/06/2020;0;0;12;0
2;Martinique;59;14/06/2020;5;0;20;1
2;Martinique;69;14/06/2020;1;0;24;2
2;Martinique;79;14/06/2020;2;0;18;4
2;Martinique;89;14/06/2020;0;0;7;5
2;Martinique;90;14/06/2020;0;0;1;2
2;Martinique;0;15/06/2020;9;1;89;14
2;Martinique;9;15/06/2020;0;0;0;0
2;Martinique;19;15/06/2020;0;0;0;0
2;Martinique;29;15/06/2020;0;0;3;0
2;Martinique;39;15/06/2020;0;0;4;0
2;Martinique;49;15/06/2020;0;0;12;0
2;Martinique;59;15/06/2020;5;0;20;1
2;Martinique;69;15/06/2020;2;1;24;2
2;Martinique;79;15/06/2020;2;0;18;4
2;Martinique;89;15/06/2020;0;0;7;5
2;Martinique;90;15/06/2020;0;0;1;2
3;Guyane;0;18/03/2020;0;0;0;0
3;Guyane;9;18/03/2020;0;0;0;0
3;Guyane;19;18/03/2020;0;0;0;0
3;Guyane;29;18/03/2020;0;0;0;0
3;Guyane;39;18/03/2020;0;0;0;0
3;Guyane;49;18/03/2020;0;0;0;0
3;Guyane;59;18/03/2020;0;0;0;0
3;Guyane;69;18/03/2020;0;0;0;0
3;Guyane;79;18/03/2020;0;0;0;0
3;Guyane;89;18/03/2020;0;0;0;0
3;Guyane;90;18/03/2020;0;0;0;0
3;Guyane;0;19/03/2020;0;0;0;0
3;Guyane;9;19/03/2020;0;0;0;0
3;Guyane;19;19/03/2020;0;0;0;0
3;Guyane;29;19/03/2020;0;0;0;0
3;Guyane;39;19/03/2020;0;0;0;0
3;Guyane;49;19/03/2020;0;0;0;0
3;Guyane;59;19/03/2020;0;0;0;0
3;Guyane;69;19/03/2020;0;0;0;0
3;Guyane;79;19/03/2020;0;0;0;0
3;Guyane;89;19/03/2020;0;0;0;0
3;Guyane;90;19/03/2020;0;0;0;0
3;Guyane;0;20/03/2020;0;0;0;0
3;Guyane;9;20/03/2020;0;0;0;0
3;Guyane;19;20/03/2020;0;0;0;0
3;Guyane;29;20/03/2020;0;0;0;0
3;Guyane;39;20/03/2020;0;0;0;0
3;Guyane;49;20/03/2020;0;0;0;0
3;Guyane;59;20/03/2020;0;0;0;0
3;Guyane;69;20/03/2020;0;0;0;0
3;Guyane;79;20/03/2020;0;0;0;0
3;Guyane;89;20/03/2020;0;0;0;0
3;Guyane;90;20/03/2020;0;0;0;0
3;Guyane;0;21/03/2020;0;0;0;0
3;Guyane;9;21/03/2020;0;0;0;0
3;Guyane;19;21/03/2020;0;0;0;0
3;Guyane;29;21/03/2020;0;0;0;0
3;Guyane;39;21/03/2020;0;0;0;0
3;Guyane;49;21/03/2020;0;0;0;0
3;Guyane;59;21/03/2020;0;0;0;0
3;Guyane;69;21/03/2020;0;0;0;0
3;Guyane;79;21/03/2020;0;0;0;0
3;Guyane;89;21/03/2020;0;0;0;0
3;Guyane;90;21/03/2020;0;0;0;0
3;Guyane;0;22/03/2020;0;0;0;0
3;Guyane;9;22/03/2020;0;0;0;0
3;Guyane;19;22/03/2020;0;0;0;0
3;Guyane;29;22/03/2020;0;0;0;0
3;Guyane;39;22/03/2020;0;0;0;0
3;Guyane;49;22/03/2020;0;0;0;0
3;Guyane;59;22/03/2020;0;0;0;0
3;Guyane;69;22/03/2020;0;0;0;0
3;Guyane;79;22/03/2020;0;0;0;0
3;Guyane;89;22/03/2020;0;0;0;0
3;Guyane;90;22/03/2020;0;0;0;0
3;Guyane;0;23/03/2020;0;0;0;0
3;Guyane;9;23/03/2020;0;0;0;0
3;Guyane;19;23/03/2020;0;0;0;0
3;Guyane;29;23/03/2020;0;0;0;0
3;Guyane;39;23/03/2020;0;0;0;0
3;Guyane;49;23/03/2020;0;0;0;0
3;Guyane;59;23/03/2020;0;0;0;0
3;Guyane;69;23/03/2020;0;0;0;0
3;Guyane;79;23/03/2020;0;0;0;0
3;Guyane;89;23/03/2020;0;0;0;0
3;Guyane;90;23/03/2020;0;0;0;0
3;Guyane;0;24/03/2020;0;0;0;0
3;Guyane;9;24/03/2020;0;0;0;0
3;Guyane;19;24/03/2020;0;0;0;0
3;Guyane;29;24/03/2020;0;0;0;0
3;Guyane;39;24/03/2020;0;0;0;0
3;Guyane;49;24/03/2020;0;0;0;0
3;Guyane;59;24/03/2020;0;0;0;0
3;Guyane;69;24/03/2020;0;0;0;0
3;Guyane;79;24/03/2020;0;0;0;0
3;Guyane;89;24/03/2020;0;0;0;0
3;Guyane;90;24/03/2020;0;0;0;0
3;Guyane;0;25/03/2020;0;0;0;0
3;Guyane;9;25/03/2020;0;0;0;0
3;Guyane;19;25/03/2020;0;0;0;0
3;Guyane;29;25/03/2020;0;0;0;0
3;Guyane;39;25/03/2020;0;0;0;0
3;Guyane;49;25/03/2020;0;0;0;0
3;Guyane;59;25/03/2020;0;0;0;0
3;Guyane;69;25/03/2020;0;0;0;0
3;Guyane;79;25/03/2020;0;0;0;0
3;Guyane;89;25/03/2020;0;0;0;0
3;Guyane;90;25/03/2020;0;0;0;0
3;Guyane;0;26/03/2020;0;0;0;0
3;Guyane;9;26/03/2020;0;0;0;0
3;Guyane;19;26/03/2020;0;0;0;0
3;Guyane;29;26/03/2020;0;0;0;0
3;Guyane;39;26/03/2020;0;0;0;0
3;Guyane;49;26/03/2020;0;0;0;0
3;Guyane;59;26/03/2020;0;0;0;0
3;Guyane;69;26/03/2020;0;0;0;0
3;Guyane;79;26/03/2020;0;0;0;0
3;Guyane;89;26/03/2020;0;0;0;0
3;Guyane;90;26/03/2020;0;0;0;0
3;Guyane;0;27/03/2020;0;0;0;0
3;Guyane;9;27/03/2020;0;0;0;0
3;Guyane;19;27/03/2020;0;0;0;0
3;Guyane;29;27/03/2020;0;0;0;0
3;Guyane;39;27/03/2020;0;0;0;0
3;Guyane;49;27/03/2020;0;0;0;0
3;Guyane;59;27/03/2020;0;0;0;0
3;Guyane;69;27/03/2020;0;0;0;0
3;Guyane;79;27/03/2020;0;0;0;0
3;Guyane;89;27/03/2020;0;0;0;0
3;Guyane;90;27/03/2020;0;0;0;0
3;Guyane;0;28/03/2020;0;0;0;0
3;Guyane;9;28/03/2020;0;0;0;0
3;Guyane;19;28/03/2020;0;0;0;0
3;Guyane;29;28/03/2020;0;0;0;0
3;Guyane;39;28/03/2020;0;0;0;0
3;Guyane;49;28/03/2020;0;0;0;0
3;Guyane;59;28/03/2020;0;0;0;0
3;Guyane;69;28/03/2020;0;0;0;0
3;Guyane;79;28/03/2020;0;0;0;0
3;Guyane;89;28/03/2020;0;0;0;0
3;Guyane;90;28/03/2020;0;0;0;0
3;Guyane;0;29/03/2020;0;0;0;0
3;Guyane;9;29/03/2020;0;0;0;0
3;Guyane;19;29/03/2020;0;0;0;0
3;Guyane;29;29/03/2020;0;0;0;0
3;Guyane;39;29/03/2020;0;0;0;0
3;Guyane;49;29/03/2020;0;0;0;0
3;Guyane;59;29/03/2020;0;0;0;0
3;Guyane;69;29/03/2020;0;0;0;0
3;Guyane;79;29/03/2020;0;0;0;0
3;Guyane;89;29/03/2020;0;0;0;0
3;Guyane;90;29/03/2020;0;0;0;0
3;Guyane;0;30/03/2020;0;0;0;0
3;Guyane;9;30/03/2020;0;0;0;0
3;Guyane;19;30/03/2020;0;0;0;0
3;Guyane;29;30/03/2020;0;0;0;0
3;Guyane;39;30/03/2020;0;0;0;0
3;Guyane;49;30/03/2020;0;0;0;0
3;Guyane;59;30/03/2020;0;0;0;0
3;Guyane;69;30/03/2020;0;0;0;0
3;Guyane;79;30/03/2020;0;0;0;0
3;Guyane;89;30/03/2020;0;0;0;0
3;Guyane;90;30/03/2020;0;0;0;0
3;Guyane;0;31/03/2020;0;0;0;0
3;Guyane;9;31/03/2020;0;0;0;0
3;Guyane;19;31/03/2020;0;0;0;0
3;Guyane;29;31/03/2020;0;0;0;0
3;Guyane;39;31/03/2020;0;0;0;0
3;Guyane;49;31/03/2020;0;0;0;0
3;Guyane;59;31/03/2020;0;0;0;0
3;Guyane;69;31/03/2020;0;0;0;0
3;Guyane;79;31/03/2020;0;0;0;0
3;Guyane;89;31/03/2020;0;0;0;0
3;Guyane;90;31/03/2020;0;0;0;0
3;Guyane;0;01/04/2020;5;0;5;0
3;Guyane;9;01/04/2020;0;0;0;0
3;Guyane;19;01/04/2020;0;0;0;0
3;Guyane;29;01/04/2020;0;0;0;0
3;Guyane;39;01/04/2020;0;0;0;0
3;Guyane;49;01/04/2020;3;0;3;0
3;Guyane;59;01/04/2020;0;0;1;0
3;Guyane;69;01/04/2020;2;0;0;0
3;Guyane;79;01/04/2020;0;0;0;0
3;Guyane;89;01/04/2020;0;0;1;0
3;Guyane;90;01/04/2020;0;0;0;0
3;Guyane;0;02/04/2020;5;0;6;0
3;Guyane;9;02/04/2020;0;0;0;0
3;Guyane;19;02/04/2020;0;0;0;0
3;Guyane;29;02/04/2020;0;0;0;0
3;Guyane;39;02/04/2020;0;0;1;0
3;Guyane;49;02/04/2020;3;0;3;0
3;Guyane;59;02/04/2020;0;0;1;0
3;Guyane;69;02/04/2020;2;0;0;0
3;Guyane;79;02/04/2020;0;0;0;0
3;Guyane;89;02/04/2020;0;0;1;0
3;Guyane;90;02/04/2020;0;0;0;0
3;Guyane;0;03/04/2020;7;1;6;0
3;Guyane;9;03/04/2020;0;0;0;0
3;Guyane;19;03/04/2020;0;0;0;0
3;Guyane;29;03/04/2020;0;0;0;0
3;Guyane;39;03/04/2020;0;0;1;0
3;Guyane;49;03/04/2020;3;0;3;0
3;Guyane;59;03/04/2020;0;0;1;0
3;Guyane;69;03/04/2020;2;0;0;0
3;Guyane;79;03/04/2020;0;0;0;0
3;Guyane;89;03/04/2020;1;1;1;0
3;Guyane;90;03/04/2020;0;0;0;0
3;Guyane;0;04/04/2020;7;1;6;0
3;Guyane;9;04/04/2020;0;0;0;0
3;Guyane;19;04/04/2020;0;0;0;0
3;Guyane;29;04/04/2020;0;0;0;0
3;Guyane;39;04/04/2020;0;0;1;0
3;Guyane;49;04/04/2020;3;0;3;0
3;Guyane;59;04/04/2020;0;0;1;0
3;Guyane;69;04/04/2020;2;0;0;0
3;Guyane;79;04/04/2020;0;0;0;0
3;Guyane;89;04/04/2020;1;1;1;0
3;Guyane;90;04/04/2020;0;0;0;0
3;Guyane;0;05/04/2020;7;1;6;0
3;Guyane;9;05/04/2020;0;0;0;0
3;Guyane;19;05/04/2020;0;0;0;0
3;Guyane;29;05/04/2020;0;0;0;0
3;Guyane;39;05/04/2020;0;0;1;0
3;Guyane;49;05/04/2020;3;0;3;0
3;Guyane;59;05/04/2020;0;0;1;0
3;Guyane;69;05/04/2020;2;0;0;0
3;Guyane;79;05/04/2020;0;0;0;0
3;Guyane;89;05/04/2020;1;1;1;0
3;Guyane;90;05/04/2020;0;0;0;0
3;Guyane;0;06/04/2020;7;1;6;0
3;Guyane;9;06/04/2020;0;0;0;0
3;Guyane;19;06/04/2020;0;0;0;0
3;Guyane;29;06/04/2020;0;0;0;0
3;Guyane;39;06/04/2020;0;0;1;0
3;Guyane;49;06/04/2020;3;0;3;0
3;Guyane;59;06/04/2020;0;0;1;0
3;Guyane;69;06/04/2020;2;0;0;0
3;Guyane;79;06/04/2020;0;0;0;0
3;Guyane;89;06/04/2020;1;1;1;0
3;Guyane;90;06/04/2020;0;0;0;0
3;Guyane;0;07/04/2020;7;1;8;0
3;Guyane;9;07/04/2020;0;0;0;0
3;Guyane;19;07/04/2020;0;0;0;0
3;Guyane;29;07/04/2020;1;0;0;0
3;Guyane;39;07/04/2020;0;0;1;0
3;Guyane;49;07/04/2020;2;0;4;0
3;Guyane;59;07/04/2020;0;0;1;0
3;Guyane;69;07/04/2020;2;0;1;0
3;Guyane;79;07/04/2020;0;0;0;0
3;Guyane;89;07/04/2020;1;1;1;0
3;Guyane;90;07/04/2020;0;0;0;0
3;Guyane;0;08/04/2020;9;1;8;0
3;Guyane;9;08/04/2020;0;0;0;0
3;Guyane;19;08/04/2020;0;0;0;0
3;Guyane;29;08/04/2020;1;0;0;0
3;Guyane;39;08/04/2020;1;0;1;0
3;Guyane;49;08/04/2020;3;0;3;0
3;Guyane;59;08/04/2020;0;0;1;0
3;Guyane;69;08/04/2020;2;0;1;0
3;Guyane;79;08/04/2020;0;0;0;0
3;Guyane;89;08/04/2020;1;1;1;0
3;Guyane;90;08/04/2020;0;0;0;0
3;Guyane;0;09/04/2020;9;1;12;0
3;Guyane;9;09/04/2020;0;0;0;0
3;Guyane;19;09/04/2020;0;0;0;0
3;Guyane;29;09/04/2020;0;0;1;0
3;Guyane;39;09/04/2020;0;0;2;0
3;Guyane;49;09/04/2020;3;0;5;0
3;Guyane;59;09/04/2020;1;0;1;0
3;Guyane;69;09/04/2020;2;0;1;0
3;Guyane;79;09/04/2020;1;0;0;0
3;Guyane;89;09/04/2020;1;1;1;0
3;Guyane;90;09/04/2020;0;0;0;0
3;Guyane;0;10/04/2020;9;1;13;0
3;Guyane;9;10/04/2020;0;0;0;0
3;Guyane;19;10/04/2020;0;0;0;0
3;Guyane;29;10/04/2020;0;0;1;0
3;Guyane;39;10/04/2020;0;0;2;0
3;Guyane;49;10/04/2020;4;0;5;0
3;Guyane;59;10/04/2020;0;0;2;0
3;Guyane;69;10/04/2020;2;0;1;0
3;Guyane;79;10/04/2020;1;0;0;0
3;Guyane;89;10/04/2020;1;1;1;0
3;Guyane;90;10/04/2020;0;0;0;0
