reg;region_name;cl_age90;jour;hosp;rea;rad;dc
28;;79;07/04/2020;164;55;69;34
28;;89;07/04/2020;156;18;42;56
28;;90;07/04/2020;44;0;11;26
28;;0;08/04/2020;680;213;453;165
28;;9;08/04/2020;1;0;3;0
28;;19;08/04/2020;2;0;2;0
28;;29;08/04/2020;5;0;24;0
28;;39;08/04/2020;10;6;41;1
28;;49;08/04/2020;52;25;56;2
28;;59;08/04/2020;88;45;94;9
28;;69;08/04/2020;169;70;88;22
28;;79;08/04/2020;160;52;77;36
28;;89;08/04/2020;146;15;51;65
28;;90;08/04/2020;45;0;13;30
28;;0;09/04/2020;697;212;478;179
28;;9;09/04/2020;0;0;4;0
28;;19;09/04/2020;1;0;2;0
28;;29;09/04/2020;5;0;26;0
28;;39;09/04/2020;11;7;42;1
28;;49;09/04/2020;51;26;59;3
28;;59;09/04/2020;92;44;95;10
28;;69;09/04/2020;163;68;94;27
28;;79;09/04/2020;167;52;83;38
28;;89;09/04/2020;153;15;55;70
28;;90;09/04/2020;53;0;13;30
28;;0;10/04/2020;741;210;512;188
28;;9;10/04/2020;0;0;4;0
28;;19;10/04/2020;1;0;3;0
28;;29;10/04/2020;7;0;27;0
28;;39;10/04/2020;12;6;47;1
28;;49;10/04/2020;52;24;65;3
28;;59;10/04/2020;92;43;99;11
28;;69;10/04/2020;164;65;99;29
28;;79;10/04/2020;176;56;93;39
28;;89;10/04/2020;168;15;58;73
28;;90;10/04/2020;67;0;13;32
28;;0;11/04/2020;726;202;554;196
28;;9;11/04/2020;0;0;4;0
28;;19;11/04/2020;1;0;3;0
28;;29;11/04/2020;6;0;28;0
28;;39;11/04/2020;12;6;49;1
28;;49;11/04/2020;47;21;71;4
28;;59;11/04/2020;83;39;110;11
28;;69;11/04/2020;163;64;105;30
28;;79;11/04/2020;176;57;103;40
28;;89;11/04/2020;167;13;63;76
28;;90;11/04/2020;69;0;14;34
28;;0;12/04/2020;716;186;586;201
28;;9;12/04/2020;1;0;4;0
28;;19;12/04/2020;1;0;3;0
28;;29;12/04/2020;4;0;30;0
28;;39;12/04/2020;14;4;51;1
28;;49;12/04/2020;41;21;78;4
28;;59;12/04/2020;81;35;117;11
28;;69;12/04/2020;158;57;112;32
28;;79;12/04/2020;174;55;105;41
28;;89;12/04/2020;163;12;68;77
28;;90;12/04/2020;77;0;14;35
28;;0;13/04/2020;713;189;597;211
28;;9;13/04/2020;1;0;4;0
28;;19;13/04/2020;1;0;3;0
28;;29;13/04/2020;3;0;31;0
28;;39;13/04/2020;16;5;51;1
28;;49;13/04/2020;44;21;78;5
28;;59;13/04/2020;79;34;121;11
28;;69;13/04/2020;154;58;117;34
28;;79;13/04/2020;176;56;105;44
28;;89;13/04/2020;162;13;69;79
28;;90;13/04/2020;75;0;14;37
28;;0;14/04/2020;705;177;626;230
28;;9;14/04/2020;1;0;5;0
28;;19;14/04/2020;2;0;3;0
28;;29;14/04/2020;3;0;30;0
28;;39;14/04/2020;18;4;54;1
28;;49;14/04/2020;44;21;81;5
28;;59;14/04/2020;74;31;128;12
28;;69;14/04/2020;138;53;128;36
28;;79;14/04/2020;175;54;108;48
28;;89;14/04/2020;170;12;68;87
28;;90;14/04/2020;78;0;16;41
28;;0;15/04/2020;686;167;667;242
28;;9;15/04/2020;1;0;5;0
28;;19;15/04/2020;3;1;3;0
28;;29;15/04/2020;4;0;30;0
28;;39;15/04/2020;20;4;56;1
28;;49;15/04/2020;43;20;86;5
28;;59;15/04/2020;70;28;135;12
28;;69;15/04/2020;139;48;131;38
28;;79;15/04/2020;164;53;120;52
28;;89;15/04/2020;162;12;79;91
28;;90;15/04/2020;79;0;17;43
28;;0;16/04/2020;674;166;706;252
28;;9;16/04/2020;0;0;5;0
28;;19;16/04/2020;3;1;4;0
28;;29;16/04/2020;3;0;30;0
28;;39;16/04/2020;19;5;59;1
28;;49;16/04/2020;39;17;89;6
28;;59;16/04/2020;71;28;141;12
28;;69;16/04/2020;134;48;139;39
28;;79;16/04/2020;165;53;129;54
28;;89;16/04/2020;163;13;85;96
28;;90;16/04/2020;76;0;20;44
28;;0;17/04/2020;660;152;743;262
28;;9;17/04/2020;0;0;5;0
28;;19;17/04/2020;2;1;4;0
28;;29;17/04/2020;4;0;30;0
28;;39;17/04/2020;16;5;62;1
28;;49;17/04/2020;34;16;92;7
28;;59;17/04/2020;66;25;147;12
28;;69;17/04/2020;132;41;149;42
28;;79;17/04/2020;163;50;133;56
28;;89;17/04/2020;166;13;92;99
28;;90;17/04/2020;76;0;24;45
28;;0;18/04/2020;657;146;789;267
28;;9;18/04/2020;0;0;5;0
28;;19;18/04/2020;2;0;4;0
28;;29;18/04/2020;7;1;31;0
28;;39;18/04/2020;14;5;68;1
28;;49;18/04/2020;31;14;98;7
28;;59;18/04/2020;65;24;153;12
28;;69;18/04/2020;128;39;158;43
28;;79;18/04/2020;159;50;140;58
28;;89;18/04/2020;171;12;102;101
28;;90;18/04/2020;79;0;25;45
28;;0;19/04/2020;666;149;805;274
28;;9;19/04/2020;0;0;5;0
28;;19;19/04/2020;2;0;4;0
28;;29;19/04/2020;6;1;32;0
28;;39;19/04/2020;14;6;69;1
28;;49;19/04/2020;29;13;100;7
28;;59;19/04/2020;66;24;154;12
28;;69;19/04/2020;129;39;163;44
28;;79;19/04/2020;164;54;145;59
28;;89;19/04/2020;174;11;103;105
28;;90;19/04/2020;80;0;25;46
28;;0;20/04/2020;663;143;821;283
28;;9;20/04/2020;0;0;5;0
28;;19;20/04/2020;2;0;4;0
28;;29;20/04/2020;4;1;34;0
28;;39;20/04/2020;16;7;70;1
28;;49;20/04/2020;30;12;100;7
28;;59;20/04/2020;65;22;156;12
28;;69;20/04/2020;125;34;166;43
28;;79;20/04/2020;169;55;148;60
28;;89;20/04/2020;170;11;106;114
28;;90;20/04/2020;80;0;27;46
28;;0;21/04/2020;650;137;866;292
28;;9;21/04/2020;0;0;5;0
28;;19;21/04/2020;2;0;4;0
28;;29;21/04/2020;3;1;36;0
28;;39;21/04/2020;16;6;71;1
28;;49;21/04/2020;28;12;106;7
28;;59;21/04/2020;63;22;161;12
28;;69;21/04/2020;119;28;176;44
28;;79;21/04/2020;162;55;159;61
28;;89;21/04/2020;172;12;113;117
28;;90;21/04/2020;83;0;30;50
28;;0;22/04/2020;625;133;896;299
28;;9;22/04/2020;0;0;5;0
28;;19;22/04/2020;1;0;4;0
28;;29;22/04/2020;6;1;36;0
28;;39;22/04/2020;16;6;71;1
28;;49;22/04/2020;25;11;108;7
28;;59;22/04/2020;56;20;167;12
28;;69;22/04/2020;107;27;186;47
28;;79;22/04/2020;158;54;164;62
28;;89;22/04/2020;172;13;117;120
28;;90;22/04/2020;83;0;32;50
28;;0;23/04/2020;614;131;931;307
28;;9;23/04/2020;0;0;3;0
28;;19;23/04/2020;0;0;5;0
28;;29;23/04/2020;5;0;37;0
28;;39;23/04/2020;14;4;74;1
28;;49;23/04/2020;24;11;111;7
28;;59;23/04/2020;52;20;174;12
28;;69;23/04/2020;112;31;188;47
28;;79;23/04/2020;152;52;172;63
28;;89;23/04/2020;171;12;126;123
28;;90;23/04/2020;83;0;35;54
28;;0;24/04/2020;612;121;965;312
28;;9;24/04/2020;0;0;3;0
28;;19;24/04/2020;0;0;5;0
28;;29;24/04/2020;5;0;37;0
28;;39;24/04/2020;11;3;77;1
28;;49;24/04/2020;22;11;113;7
28;;59;24/04/2020;44;18;181;12
28;;69;24/04/2020;111;29;193;47
28;;79;24/04/2020;146;50;180;64
28;;89;24/04/2020;180;9;132;126
28;;90;24/04/2020;92;0;38;55
28;;0;25/04/2020;615;116;974;314
28;;9;25/04/2020;0;0;3;0
28;;19;25/04/2020;1;0;5;0
28;;29;25/04/2020;3;0;39;0
28;;39;25/04/2020;11;3;77;1
28;;49;25/04/2020;22;11;114;7
28;;59;25/04/2020;42;19;182;12
28;;69;25/04/2020;111;28;194;47
28;;79;25/04/2020;146;45;182;65
28;;89;25/04/2020;182;9;134;127
28;;90;25/04/2020;96;0;38;55
28;;0;26/04/2020;608;116;984;319
28;;9;26/04/2020;0;0;4;0
28;;19;26/04/2020;1;0;5;0
28;;29;26/04/2020;3;0;39;0
28;;39;26/04/2020;10;2;78;1
28;;49;26/04/2020;23;13;114;8
28;;59;26/04/2020;41;19;184;12
28;;69;26/04/2020;108;27;196;48
28;;79;26/04/2020;142;43;184;68
28;;89;26/04/2020;181;10;135;127
28;;90;26/04/2020;98;1;39;55
28;;0;27/04/2020;601;112;993;324
28;;9;27/04/2020;0;0;3;0
28;;19;27/04/2020;1;0;5;0
28;;29;27/04/2020;2;0;40;0
28;;39;27/04/2020;9;2;79;1
28;;49;27/04/2020;23;12;115;8
28;;59;27/04/2020;42;19;184;12
28;;69;27/04/2020;104;26;200;48
28;;79;27/04/2020;142;42;186;70
28;;89;27/04/2020;180;10;136;128
28;;90;27/04/2020;97;0;39;57
28;;0;28/04/2020;607;113;1020;334
28;;9;28/04/2020;0;0;3;0
28;;19;28/04/2020;1;0;5;0
28;;29;28/04/2020;2;0;41;0
28;;39;28/04/2020;9;2;81;1
28;;49;28/04/2020;23;12;116;9
28;;59;28/04/2020;42;19;189;12
28;;69;28/04/2020;106;28;205;49
28;;79;28/04/2020;140;40;192;73
28;;89;28/04/2020;180;11;141;131
28;;90;28/04/2020;103;0;41;59
28;;0;29/04/2020;582;98;1054;343
28;;9;29/04/2020;0;0;3;0
28;;19;29/04/2020;1;0;5;0
28;;29;29/04/2020;2;0;41;0
28;;39;29/04/2020;8;2;83;1
28;;49;29/04/2020;20;9;117;10
28;;59;29/04/2020;42;17;191;12
28;;69;29/04/2020;102;27;210;51
28;;79;29/04/2020;130;33;201;75
28;;89;29/04/2020;174;10;154;134
28;;90;29/04/2020;103;0;43;60
28;;0;01/05/2020;575;90;1089;347
28;;9;01/05/2020;0;0;3;0
28;;19;01/05/2020;1;0;5;0
28;;29;01/05/2020;2;0;42;0
28;;39;01/05/2020;8;2;83;1
28;;49;01/05/2020;17;8;122;10
28;;59;01/05/2020;45;17;191;12
28;;69;01/05/2020;96;26;216;52
28;;79;01/05/2020;126;28;210;75
28;;89;01/05/2020;176;9;163;135
28;;90;01/05/2020;104;0;48;62
28;;0;02/05/2020;574;87;1094;350
28;;9;02/05/2020;0;0;3;0
28;;19;02/05/2020;1;0;5;0
28;;29;02/05/2020;2;0;42;0
28;;39;02/05/2020;8;2;83;1
28;;49;02/05/2020;16;8;123;10
28;;59;02/05/2020;45;16;193;13
28;;69;02/05/2020;95;26;217;52
28;;79;02/05/2020;126;26;210;77
28;;89;02/05/2020;177;9;164;135
28;;90;02/05/2020;104;0;48;62
28;;0;03/05/2020;575;86;1096;351
28;;9;03/05/2020;0;0;3;0
28;;19;03/05/2020;1;0;5;0
28;;29;03/05/2020;2;0;42;0
28;;39;03/05/2020;9;2;83;1
28;;49;03/05/2020;15;8;124;10
28;;59;03/05/2020;45;15;193;13
28;;69;03/05/2020;96;26;217;52
28;;79;03/05/2020;126;26;210;78
28;;89;03/05/2020;177;9;165;135
28;;90;03/05/2020;104;0;48;62
28;;0;04/05/2020;577;81;1117;359
28;;9;04/05/2020;0;0;3;0
28;;19;04/05/2020;1;0;5;0
28;;29;04/05/2020;2;0;42;0
28;;39;04/05/2020;9;2;83;1
28;;49;04/05/2020;13;7;126;10
28;;59;04/05/2020;44;16;194;14
28;;69;04/05/2020;94;22;222;53
28;;79;04/05/2020;128;26;216;78
28;;89;04/05/2020;177;8;169;140
28;;90;04/05/2020;109;0;51;63
28;;0;05/05/2020;578;78;1137;363
28;;9;05/05/2020;0;0;3;0
28;;19;05/05/2020;1;0;5;0
28;;29;05/05/2020;2;0;42;0
28;;39;05/05/2020;8;2;84;1
28;;49;05/05/2020;13;6;126;10
28;;59;05/05/2020;42;15;197;14
28;;69;05/05/2020;94;22;227;53
28;;79;05/05/2020;128;25;218;79
28;;89;05/05/2020;177;8;174;142
28;;90;05/05/2020;113;0;55;64
28;;0;06/05/2020;562;67;1155;365
28;;9;06/05/2020;0;0;3;0
28;;19;06/05/2020;1;0;5;0
28;;29;06/05/2020;2;0;42;0
28;;39;06/05/2020;7;1;85;1
28;;49;06/05/2020;12;4;127;10
28;;59;06/05/2020;43;14;197;14
28;;69;06/05/2020;91;20;230;53
28;;79;06/05/2020;125;19;220;80
28;;89;06/05/2020;171;9;183;142
28;;90;06/05/2020;110;0;57;65
28;;0;07/05/2020;553;60;1169;367
28;;9;07/05/2020;0;0;3;0
28;;19;07/05/2020;1;0;5;0
28;;29;07/05/2020;2;0;42;0
28;;39;07/05/2020;6;0;85;2
28;;49;07/05/2020;12;3;127;10
28;;59;07/05/2020;41;14;199;14
28;;69;07/05/2020;87;17;232;54
28;;79;07/05/2020;122;18;224;80
28;;89;07/05/2020;171;8;187;142
28;;90;07/05/2020;111;0;59;65
28;;0;08/05/2020;526;59;1202;370
28;;9;08/05/2020;0;0;3;0
28;;19;08/05/2020;0;0;6;0
28;;29;08/05/2020;2;0;42;0
28;;39;08/05/2020;5;0;86;2
28;;49;08/05/2020;11;3;128;10
28;;59;08/05/2020;38;12;204;14
28;;69;08/05/2020;87;18;235;54
28;;79;08/05/2020;114;18;233;80
28;;89;08/05/2020;165;8;194;143
28;;90;08/05/2020;104;0;65;67
28;;0;09/05/2020;529;58;1205;370
28;;9;09/05/2020;0;0;3;0
28;;19;09/05/2020;0;0;6;0
28;;29;09/05/2020;2;0;42;0
28;;39;09/05/2020;5;0;86;2
28;;49;09/05/2020;12;3;128;10
28;;59;09/05/2020;38;12;204;14
28;;69;09/05/2020;87;18;235;54
28;;79;09/05/2020;114;17;235;80
28;;89;09/05/2020;167;8;195;143
28;;90;09/05/2020;104;0;65;67
28;;0;10/05/2020;530;58;1207;371
28;;9;10/05/2020;0;0;3;0
28;;19;10/05/2020;0;0;6;0
28;;29;10/05/2020;2;0;42;0
28;;39;10/05/2020;5;0;86;2
28;;49;10/05/2020;12;3;128;10
28;;59;10/05/2020;37;11;204;15
28;;69;10/05/2020;87;18;235;54
28;;79;10/05/2020;114;17;235;80
28;;89;10/05/2020;168;9;197;143
28;;90;10/05/2020;104;0;65;67
28;;0;11/05/2020;530;52;1218;380
28;;9;11/05/2020;0;0;3;0
28;;19;11/05/2020;0;0;6;0
28;;29;11/05/2020;2;0;42;0
28;;39;11/05/2020;4;0;87;2
28;;49;11/05/2020;11;3;129;10
28;;59;11/05/2020;39;11;204;16
28;;69;11/05/2020;84;16;237;55
28;;79;11/05/2020;117;15;236;82
28;;89;11/05/2020;165;7;203;146
28;;90;11/05/2020;107;0;65;69
28;;0;12/05/2020;520;43;1234;383
28;;9;12/05/2020;0;0;3;0
28;;19;12/05/2020;0;0;6;0
28;;29;12/05/2020;2;0;42;0
28;;39;12/05/2020;4;0;87;2
28;;49;12/05/2020;8;1;130;10
28;;59;12/05/2020;37;9;208;16
28;;69;12/05/2020;84;13;237;55
28;;79;12/05/2020;114;14;240;83
28;;89;12/05/2020;164;6;209;148
28;;90;12/05/2020;106;0;66;69
28;;0;13/05/2020;511;43;1244;387
28;;9;13/05/2020;0;0;3;0
28;;19;13/05/2020;1;0;6;0
28;;29;13/05/2020;2;0;42;0
28;;39;13/05/2020;4;0;87;2
28;;49;13/05/2020;8;1;130;10
28;;59;13/05/2020;35;8;210;16
28;;69;13/05/2020;80;14;241;56
28;;79;13/05/2020;113;14;242;83
28;;89;13/05/2020;163;6;210;150
28;;90;13/05/2020;104;0;67;70
28;;0;14/05/2020;496;43;1266;391
28;;9;14/05/2020;0;0;3;0
28;;19;14/05/2020;1;0;6;0
28;;29;14/05/2020;2;0;42;0
28;;39;14/05/2020;4;0;87;2
28;;49;14/05/2020;8;1;130;10
28;;59;14/05/2020;33;8;212;16
28;;69;14/05/2020;79;14;244;56
28;;79;14/05/2020;113;15;247;84
28;;89;14/05/2020;157;5;217;152
28;;90;14/05/2020;98;0;72;71
28;;0;15/05/2020;483;41;1282;393
28;;9;15/05/2020;1;0;3;0
28;;19;15/05/2020;0;0;8;0
28;;29;15/05/2020;2;0;42;0
28;;39;15/05/2020;4;0;87;2
28;;49;15/05/2020;8;1;130;10
28;;59;15/05/2020;31;7;215;16
28;;69;15/05/2020;79;14;246;56
28;;79;15/05/2020;113;14;247;85
28;;89;15/05/2020;153;5;220;152
28;;90;15/05/2020;91;0;78;72
28;;0;16/05/2020;464;36;1303;394
28;;9;16/05/2020;0;0;3;0
28;;19;16/05/2020;0;0;8;0
28;;29;16/05/2020;2;0;42;0
28;;39;16/05/2020;5;0;87;2
28;;49;16/05/2020;8;1;130;10
28;;59;16/05/2020;32;6;215;16
28;;69;16/05/2020;75;12;249;56
28;;79;16/05/2020;106;13;253;86
28;;89;16/05/2020;143;4;231;152
28;;90;16/05/2020;92;0;79;72
28;;0;17/05/2020;470;36;1303;394
28;;9;17/05/2020;0;0;3;0
28;;19;17/05/2020;0;0;8;0
28;;29;17/05/2020;3;0;42;0
28;;39;17/05/2020;5;0;87;2
28;;49;17/05/2020;8;1;130;10
28;;59;17/05/2020;31;6;216;16
28;;69;17/05/2020;76;12;249;56
28;;79;17/05/2020;107;13;253;86
28;;89;17/05/2020;146;4;230;152
28;;90;17/05/2020;93;0;79;72
28;;0;18/05/2020;466;36;1313;397
28;;9;18/05/2020;0;0;3;0
28;;19;18/05/2020;0;0;8;0
28;;29;18/05/2020;2;0;43;0
28;;39;18/05/2020;4;0;88;2
28;;49;18/05/2020;8;1;130;10
28;;59;18/05/2020;30;5;217;16
28;;69;18/05/2020;74;12;251;56
28;;79;18/05/2020;105;14;255;87
28;;89;18/05/2020;148;4;233;153
28;;90;18/05/2020;94;0;79;73
28;;0;19/05/2020;464;35;1323;404
28;;9;19/05/2020;0;0;3;0
28;;19;19/05/2020;0;0;8;0
28;;29;19/05/2020;2;0;43;0
28;;39;19/05/2020;3;0;90;2
28;;49;19/05/2020;8;1;130;10
28;;59;19/05/2020;31;6;217;16
28;;69;19/05/2020;73;12;252;56
28;;79;19/05/2020;105;13;256;89
28;;89;19/05/2020;149;3;238;155
28;;90;19/05/2020;92;0;80;76
28;;0;20/05/2020;452;34;1342;405
28;;9;20/05/2020;0;0;3;0
28;;19;20/05/2020;0;0;8;0
28;;29;20/05/2020;2;0;43;0
28;;39;20/05/2020;3;0;90;2
28;;49;20/05/2020;7;1;131;10
28;;59;20/05/2020;30;6;219;16
28;;69;20/05/2020;70;12;255;56
28;;79;20/05/2020;100;12;261;89
28;;89;20/05/2020;147;3;243;155
28;;90;20/05/2020;92;0;83;77
28;;0;21/05/2020;436;31;1357;407
28;;9;21/05/2020;0;0;3;0
28;;19;21/05/2020;0;0;8;0
28;;29;21/05/2020;2;0;43;0
28;;39;21/05/2020;3;0;90;2
28;;49;21/05/2020;7;1;131;10
28;;59;21/05/2020;29;5;220;16
28;;69;21/05/2020;66;11;260;56
28;;79;21/05/2020;97;12;265;89
28;;89;21/05/2020;141;2;247;156
28;;90;21/05/2020;90;0;84;78
28;;0;22/05/2020;435;33;1364;407
28;;9;22/05/2020;0;0;3;0
28;;19;22/05/2020;0;0;8;0
28;;29;22/05/2020;2;0;43;0
28;;39;22/05/2020;3;0;90;2
28;;49;22/05/2020;7;2;131;10
28;;59;22/05/2020;30;6;220;16
28;;69;22/05/2020;68;11;260;56
28;;79;22/05/2020;96;12;266;89
28;;89;22/05/2020;140;2;250;156
28;;90;22/05/2020;88;0;87;78
28;;0;23/05/2020;429;31;1373;408
28;;9;23/05/2020;0;0;3;0
28;;19;23/05/2020;0;0;8;0
28;;29;23/05/2020;2;0;43;0
28;;39;23/05/2020;4;0;91;2
28;;49;23/05/2020;7;2;131;10
28;;59;23/05/2020;28;6;222;16
28;;69;23/05/2020;68;11;260;56
28;;79;23/05/2020;93;10;269;90
28;;89;23/05/2020;140;2;251;156
28;;90;23/05/2020;86;0;89;78
28;;0;24/05/2020;435;31;1375;408
28;;9;24/05/2020;0;0;3;0
28;;19;24/05/2020;0;0;8;0
28;;29;24/05/2020;2;0;43;0
28;;39;24/05/2020;4;0;91;2
28;;49;24/05/2020;8;2;131;10
28;;59;24/05/2020;30;5;222;16
28;;69;24/05/2020;68;11;260;56
28;;79;24/05/2020;95;11;269;90
28;;89;24/05/2020;139;2;253;156
28;;90;24/05/2020;88;0;89;78
28;;0;25/05/2020;433;27;1379;413
28;;9;25/05/2020;0;0;3;0
28;;19;25/05/2020;0;0;8;0
28;;29;25/05/2020;2;0;43;0
28;;39;25/05/2020;4;0;91;2
28;;49;25/05/2020;10;2;131;10
28;;59;25/05/2020;29;4;222;16
28;;69;25/05/2020;66;10;261;56
28;;79;25/05/2020;95;9;269;91
28;;89;25/05/2020;139;2;255;159
28;;90;25/05/2020;87;0;90;79
28;;0;26/05/2020;419;25;1399;417
28;;9;26/05/2020;0;0;3;0
28;;19;26/05/2020;0;0;8;0
28;;29;26/05/2020;1;0;43;0
28;;39;26/05/2020;4;0;91;2
28;;49;26/05/2020;11;2;131;10
28;;59;26/05/2020;28;4;223;16
28;;69;26/05/2020;64;9;263;56
28;;79;26/05/2020;89;8;278;92
28;;89;26/05/2020;134;2;260;162
28;;90;26/05/2020;87;0;93;79
28;;0;27/05/2020;377;22;1440;418
28;;9;27/05/2020;0;0;3;0
28;;19;27/05/2020;0;0;8;0
28;;29;27/05/2020;1;0;43;0
28;;39;27/05/2020;4;0;91;2
28;;49;27/05/2020;11;2;131;10
28;;59;27/05/2020;24;3;227;16
28;;69;27/05/2020;55;8;272;56
28;;79;27/05/2020;77;7;289;93
28;;89;27/05/2020;123;2;271;162
28;;90;27/05/2020;81;0;99;79
28;;0;28/05/2020;355;20;1456;418
28;;9;28/05/2020;0;0;3;0
28;;19;28/05/2020;0;0;8;0
28;;29;28/05/2020;1;0;43;0
28;;39;28/05/2020;3;0;92;2
28;;49;28/05/2020;11;2;132;10
28;;59;28/05/2020;24;3;227;16
28;;69;28/05/2020;52;7;274;56
28;;79;28/05/2020;72;6;294;93
28;;89;28/05/2020;114;2;277;162
28;;90;28/05/2020;77;0;100;79
28;;0;29/05/2020;339;19;1471;420
28;;9;29/05/2020;0;0;3;0
28;;19;29/05/2020;0;0;8;0
28;;29;29/05/2020;1;0;43;0
28;;39;29/05/2020;3;0;92;2
28;;49;29/05/2020;11;2;132;10
28;;59;29/05/2020;22;3;229;16
28;;69;29/05/2020;49;6;276;56
28;;79;29/05/2020;70;6;298;93
28;;89;29/05/2020;109;2;281;163
28;;90;29/05/2020;73;0;103;80
28;;0;30/05/2020;334;19;1476;420
28;;9;30/05/2020;0;0;3;0
28;;19;30/05/2020;0;0;8;0
28;;29;30/05/2020;1;0;43;0
28;;39;30/05/2020;3;0;92;2
28;;49;30/05/2020;11;2;132;10
28;;59;30/05/2020;22;3;229;16
28;;69;30/05/2020;49;6;276;56
28;;79;30/05/2020;69;6;299;93
28;;89;30/05/2020;107;2;283;163
28;;90;30/05/2020;71;0;105;80
28;;0;31/05/2020;334;20;1476;420
28;;9;31/05/2020;0;0;3;0
28;;19;31/05/2020;0;0;8;0
28;;29;31/05/2020;1;0;43;0
28;;39;31/05/2020;3;0;92;2
28;;49;31/05/2020;11;2;132;10
28;;59;31/05/2020;22;3;229;16
28;;69;31/05/2020;49;6;276;56
28;;79;31/05/2020;69;7;299;93
28;;89;31/05/2020;107;2;283;163
28;;90;31/05/2020;71;0;105;80
28;;0;01/06/2020;335;20;1476;420
28;;9;01/06/2020;0;0;3;0
28;;19;01/06/2020;0;0;8;0
28;;29;01/06/2020;1;0;43;0
28;;39;01/06/2020;3;0;92;2
28;;49;01/06/2020;11;2;132;10
28;;59;01/06/2020;23;3;229;16
28;;69;01/06/2020;49;6;276;56
28;;79;01/06/2020;69;7;299;93
28;;89;01/06/2020;107;2;283;163
28;;90;01/06/2020;71;0;105;80
28;;0;02/06/2020;329;21;1486;420
28;;9;02/06/2020;0;0;3;0
28;;19;02/06/2020;0;0;8;0
28;;29;02/06/2020;1;0;43;0
28;;39;02/06/2020;3;0;92;2
28;;49;02/06/2020;12;2;132;10
28;;59;02/06/2020;22;3;231;16
28;;69;02/06/2020;49;7;277;56
28;;79;02/06/2020;67;7;301;93
28;;89;02/06/2020;104;2;286;163
28;;90;02/06/2020;70;0;107;80
28;;0;03/06/2020;318;19;1502;421
28;;9;03/06/2020;0;0;3;0
28;;19;03/06/2020;0;0;8;0
28;;29;03/06/2020;1;0;43;0
28;;39;03/06/2020;3;0;92;2
28;;49;03/06/2020;11;2;133;10
28;;59;03/06/2020;20;3;232;16
28;;69;03/06/2020;48;6;279;56
28;;79;03/06/2020;66;7;304;93
28;;89;03/06/2020;101;1;290;164
28;;90;03/06/2020;66;0;112;80
28;;0;04/06/2020;310;19;1509;421
28;;9;04/06/2020;0;0;3;0
28;;19;04/06/2020;0;0;8;0
28;;29;04/06/2020;1;0;44;0
28;;39;04/06/2020;3;0;92;2
28;;49;04/06/2020;11;2;133;10
28;;59;04/06/2020;19;3;233;16
28;;69;04/06/2020;47;6;279;56
28;;79;04/06/2020;66;7;304;93
28;;89;04/06/2020;98;1;293;164
28;;90;04/06/2020;64;0;114;80
28;;0;05/06/2020;308;16;1510;422
28;;9;05/06/2020;0;0;3;0
28;;19;05/06/2020;0;0;8;0
28;;29;05/06/2020;1;0;44;0
28;;39;05/06/2020;3;0;92;2
28;;49;05/06/2020;13;2;133;10
28;;59;05/06/2020;19;3;233;16
28;;69;05/06/2020;45;4;280;57
28;;79;05/06/2020;65;6;304;93
28;;89;05/06/2020;98;1;293;164
28;;90;05/06/2020;63;0;114;80
28;;0;06/06/2020;306;14;1517;422
28;;9;06/06/2020;0;0;3;0
28;;19;06/06/2020;0;0;8;0
28;;29;06/06/2020;1;0;45;0
28;;39;06/06/2020;3;0;93;2
28;;49;06/06/2020;13;2;134;10
28;;59;06/06/2020;19;3;234;16
28;;69;06/06/2020;45;4;280;57
28;;79;06/06/2020;66;5;304;93
28;;89;06/06/2020;96;0;295;164
28;;90;06/06/2020;62;0;115;80
28;;0;07/06/2020;303;14;1518;423
28;;9;07/06/2020;0;0;3;0
28;;19;07/06/2020;0;0;8;0
28;;29;07/06/2020;1;0;45;0
28;;39;07/06/2020;3;0;93;2
28;;49;07/06/2020;13;2;134;10
28;;59;07/06/2020;19;3;234;16
28;;69;07/06/2020;45;4;280;57
28;;79;07/06/2020;65;5;304;94
28;;89;07/06/2020;94;0;296;164
28;;90;07/06/2020;62;0;115;80
28;;0;08/06/2020;301;14;1520;425
28;;9;08/06/2020;0;0;3;0
28;;19;08/06/2020;0;0;8;0
28;;29;08/06/2020;1;0;45;0
28;;39;08/06/2020;3;0;93;2
28;;49;08/06/2020;13;2;134;10
28;;59;08/06/2020;19;3;234;16
28;;69;08/06/2020;45;4;280;57
28;;79;08/06/2020;63;5;305;95
28;;89;08/06/2020;94;0;297;165
28;;90;08/06/2020;62;0;115;80
28;;0;09/06/2020;290;14;1535;425
28;;9;09/06/2020;0;0;3;0
28;;19;09/06/2020;0;0;8;0
28;;29;09/06/2020;1;0;46;0
28;;39;09/06/2020;4;0;93;2
28;;49;09/06/2020;12;2;135;10
28;;59;09/06/2020;17;3;236;16
28;;69;09/06/2020;44;4;282;57
28;;79;09/06/2020;59;5;309;95
28;;89;09/06/2020;93;0;299;165
28;;90;09/06/2020;59;0;118;80
28;;0;10/06/2020;285;14;1540;425
28;;9;10/06/2020;0;0;3;0
28;;19;10/06/2020;0;0;8;0
28;;29;10/06/2020;1;0;46;0
28;;39;10/06/2020;4;0;93;2
28;;49;10/06/2020;11;2;136;10
28;;59;10/06/2020;16;3;237;16
28;;69;10/06/2020;44;4;282;57
28;;79;10/06/2020;59;5;309;95
28;;89;10/06/2020;91;0;301;165
28;;90;10/06/2020;58;0;119;80
